Start	End	Chromosome	Name
43140519	43141635	21	FRGCA
36104881	36109690	21	
109996368	110135565	10	ADD3
58882868	58931897	1	LINC02777
58183029	58213562	19	ZNF274
34745756	34784886	21	LINC01426
17611696	17633943	21	BTG3-AS1
9325013	9370490	21	
31500085	31509648	1	LDC1P
63857441	63857769	6	GCNT1P4
51537155	51537543	6	
63275951	63319983	6	LGSN
13246232	13563388	16	
41585306	41628816	1	
39313907	39314962	21	BRWD1-AS2
85649417	85708433	1	ZNHIT6
45347547	45353538	21	
37816074	37840669	21	
4616493	4690974	16	MGRN1
36131767	36175815	21	CBR3-AS1
23180979	23325162	13	SGCG
77504880	77786233	X	ATRX
76521640	76593821	6	LINC02540
44219553	44234142	6	SLC29A1
46324124	46445769	21	PCNT
79311824	79406477	13	RBM26
78229599	78369464	1	MGC27382
54641754	54710266	1	MROH7
65475318	65475614	15	
26216322	26216877	3	HMGB3P12
40278176	40307935	15	PLCB2
8079322	8125538	3	
213155806	213167712	2	LINC01953
20094401	20095684	20	
19757606	20002457	20	RIN2
141208082	141208376	2	RPS16P3
23194929	23202703	3	UBE2E2-DT
229407358	229408328	2	
34022281	34046417	12	
25803298	25804526	12	TDGP1
33798571	33869707	3	PDCD6IP
38316762	38329721	12	ALG10B
30475364	30492804	22	
30481311	30481911	22	SDC4P
30488902	30505711	22	SEC14L4
172735274	173052893	2	RAPGEF4
3921279	3923400	20	
3927309	4015558	20	RNF24
34162477	34163442	12	
47728151	47730598	12	
50112082	50120457	12	COX14
33263873	33266296	21	IL10RB-DT
33324137	33324872	21	
33402653	33403047	21	
44469929	44472516	21	MTCYBP21
44472895	44473739	21	MTND6P21
44473723	44475097	21	MTND5P1
44483044	44483398	21	
44485463	44495519	21	LINC02575
29811991	29824312	19	CCNE1
33334596	33335097	21	USF1P1
33324387	33359864	21	IFNAR1
100157906	100259278	8	SPAG1
42687195	42717120	12	LINC02450
106489745	106535662	13	EFNB2
30306065	30307611	12	
27105151	27161393	12	
48688458	48716998	12	CCNT1
3066807	3219968	18	MYOM1
42040036	42256578	13	DGKH
19164209	19174436	17	
17507351	17508308	17	
15792862	15793045	17	
5700226	5704056	17	
4023917	4024444	20	FTLP3
4059633	4060113	20	RPL21P2
4070152	4075165	20	
1442162	1473842	20	NSFL1C
6684719	6713377	17	SLC13A5
30542536	30544305	22	SIRPAP1
30554635	30574665	22	GAL3ST1
57134096	57145202	19	ZIM3
22596228	22596551	12	
1394173	1394448	3	CRB3P1
79611117	79666158	8	STMN2
36616006	36637457	3	NBPF21P
46358188	46372773	12	SLC38A2
57150513	57150978	19	
32127334	32184504	19	
57151587	57151860	19	
42654200	42669076	19	CEACAMP5
6208269	6208571	3	
43192702	43207299	19	PSG4
14038647	14047181	3	
27525353	27525394	3	
14348451	14352568	3	LINC01267
3700814	4467273	3	SUMF1
64851642	64888296	11	EHD1
170389493	170422844	5	KCNIP1-OT1
123706207	123940267	10	CPXM2
174039751	174040240	5	RPL12P22
160438594	160487426	5	MIR3142HG
162424042	163437326	5	
33543038	33577481	21	SON
95885098	95961851	5	ELL2
11769639	11787345	8	NEIL2
35953617	35959472	20	SCAND1
139684645	139745010	5	
180300698	180353336	5	GFPT2
32052197	32101856	20	HCK
34426112	34428273	19	
25174802	25602229	10	GPR158
38335775	38370943	19	CATSPERG
17977409	18039209	17	ATPAF2
50252569	50258994	1	
78979818	79002677	18	SALL3
75926454	76019356	1	
64881535	64881945	11	
64891137	64891246	11	MIR192
64891355	64891439	11	MIR194-2
64894546	64917211	11	ATG2A
56651343	57029811	18	WDR7
90851122	90855253	1	LINC01763
77067920	77078482	1	
78303884	78540701	1	PTGFR
99875577	100009947	10	DNMBP
74234700	74321540	8	JPH1
30576625	30607083	22	PES1
87212669	87264741	1	LINC02801
52573114	52573816	1	EEF1GP7
87328880	87348923	1	LMO4
31181751	31182650	3	CNN2P6
28574791	30010391	3	RBMS3
170639158	170681437	5	KCNIP1-AS1
74347757	74350050	8	
74376687	74376793	8	Y_RNA
74548543	74548617	8	MIR5681A
82940458	82940983	5	
74548550	74548609	8	MIR5681B
74599775	74823313	8	MIR2052HG
116218026	116218295	5	HMGN2P27
68296532	68432163	15	ITGA11
141896168	141896689	5	
158188977	158189911	5	
174820027	174826324	5	
121671373	121671872	5	
77129114	77129668	1	
142592178	142698070	5	FGF1
52404602	52420836	1	PRPF38A
38078529	38078999	12	AK6P2
55434734	55585471	12	
74603244	74604244	8	PCBP2P2
18951625	18954149	17	
74609698	74633320	8	
16525832	16529290	17	
15786618	15787575	17	MEIS3P1
74705693	74705747	8	MIR2052
74804287	74804811	8	
33432311	33432853	12	
17801345	17861069	8	MTUS1-DT
53746337	53757227	12	CISTR
5772926	6080792	17	
17808361	17822183	8	
17864380	17910365	8	FGL1
6640985	6644541	17	TXNDC17
49900311	49932764	12	LINC02395
77088989	77219430	1	PIGK
64898363	64898437	11	MIR6750
64902387	64902455	11	MIR6749
64917553	64934475	11	PPP2R5B
6578147	6640711	17	KIAA0753
32188323	32188817	10	PPIAP31
97458324	97498794	10	MMS19
55717749	55758774	X	RRAGB
95578202	95644706	13	DZIP1
51410081	51410537	6	
105919	106856	6	OR4F1P
71251758	71252988	6	
70566917	70589569	6	SDHAF4
93267429	93268425	5	POLD2P1
149345430	149354583	5	GRPEL2
34149839	34162238	12	
13197606	13204907	16	
53929982	54266280	6	MLIP
54630811	54634895	12	LACRT
19167971	19268332	16	SYT17
64934471	64935893	11	GPHA2
127493505	127493828	4	
53974969	53976031	1	HNRNPA3P12
129612330	129771527	4	LINC02466
76074746	76634603	1	ST6GALNAC3
87205408	87240145	5	LINC01949
52920422	52920596	1	
135930317	135951591	5	FBXL21P
17882043	17882661	8	
40659848	40667480	1	
60097415	60097976	1	PGBD4P8
17900484	17908011	8	
81080790	81081171	1	MTND2P30
81098267	81099005	1	RPL7P10
39066974	39182258	4	
87620803	88685204	1	PKN2-AS1
64937517	64972108	11	MAJIN
100185870	100190782	4	DDIT4L
49951512	49962924	12	AQP5-AS1
108044970	108079184	X	VSIG1
38082046	38087392	12	CLUHP8
123744923	123745673	4	
145833118	145839580	4	
79325008	79346445	1	LINC02792
58228682	58229003	1	
18055992	18084998	8	ASAH1
42162690	42164745	1	GUCA2A
128864921	129093600	4	SCLT1
5432108	5521536	12	NTF3
174724582	174730896	5	MSX2
6941742	7117797	18	LAMA1
65530418	65578349	15	HACD3
44150594	44151753	1	
54621477	54628438	1	
51709062	51709940	1	SLC25A6P3
79054945	79056055	1	PSAT1P3
50286244	50289231	12	
43054089	43054386	12	MRPS36P5
30628988	30695869	12	IPO8
64987945	64997018	11	BATF2
15571491	15651653	17	
38561542	38688920	X	TSPAN7
135900353	135918161	5	
174919082	174995513	5	LINC01951
62454298	62688386	1	DOCK7
142716229	142761035	5	LINC01844
19155727	19159111	17	
65014160	65022184	11	ARL2
16441577	16492193	17	LRRC75A
42670005	42670816	19	RPS10P28
62801461	62813486	9	LINC01410
45073853	45226560	21	ADARB1
173225836	173226423	5	RPL7AP33
170747047	170788650	5	
98890590	98891937	9	NME2P3
90996949	91001901	9	LINC02957
47745736	48037968	13	SUCLA2
43211791	43248646	19	CEACAMP10
173607145	173616659	5	BOD1
107426405	107428742	9	
62924911	62934964	9	CNTNAP3P1
3802158	3846246	17	NCBP3
63774870	63775241	9	CDK2AP2P3
23182745	23216883	16	SCNN1G
103999755	104000469	9	
103065416	103065598	9	
99397024	99906605	9	STX17-DT
38975161	39014527	19	
56595313	56799602	19	ZIM2-AS1
66744561	66745929	9	FKBP4P8
43244305	43244508	9	
70043848	70226972	9	MAMDC2
38361795	38362484	19	
50861568	50880567	19	KLK2
109542799	109614143	2	SEPTIN10
49219347	49244077	20	DDX27
158225352	158234376	5	
141825708	141826325	5	
160401641	160421711	5	SLU7
65018505	65018570	11	MIR6879
65025390	65026515	11	EEF1A1P18
64823052	64844653	11	CDC42BPG
19601840	19602256	17	
18010643	18011822	17	
19127535	19159187	17	GRAPL
47623172	47630305	X	CFP
21209189	21209779	9	IFNWP18
107283137	107332192	9	RAD23B
45063473	45065351	12	RACGAP1P1
38532895	38533050	12	
4777939	4801423	16	
50103982	50111313	12	GPD1
19582116	19582275	17	
13728654	13779760	16	
6772831	6776116	17	PRAL
27274107	27274477	17	RPL34P31
17134504	17138736	16	
25454339	25454647	16	CYCSP39
22814162	22916338	16	HS3ST2
19495385	19579034	17	SLC47A1
9014123	9015979	3	SRGAP3-AS1
69437357	69441050	4	
19389185	19702795	3	
38265812	38278757	3	SLC22A13
138277115	138281784	4	
128582999	128601407	4	
26302064	26340815	16	
75576496	75630716	4	CDKL2
30598309	30606687	22	
100584936	100599885	X	TNMD
23834503	23839128	22	DERL3
18983934	19063942	16	TMC7
19499737	19677923	14	
11906527	11912313	3	MARK2P14
110024881	110025358	9	
84689292	84689429	6	
105758164	105760755	9	DEPDC1P2
53336943	53337346	6	RPS16P5
38481692	38482531	6	BTBD9-AS1
43998081	43999149	3	
52576787	52643058	6	TRAM2-AS1
29390848	29391218	3	RPS12P5
125595669	125596628	9	HNRNPA1P15
4718612	4719559	11	OR51C4P
22670201	22670711	3	
98943337	98943775	9	
72655832	72656192	9	RPS20P24
87148644	87159556	9	LINC02872
14135217	14148252	3	
4722740	4724171	11	KRT8P49
21385194	21456126	14	CHD8
4736178	4737078	11	OR51F3P
4752046	4752944	11	OR51F4P
100627108	100639991	X	TSPAN6
66641314	66642277	9	RAB28P4
57154021	57167485	19	DUXA
13937273	14082811	3	TPRXL
63729702	63730173	9	
85898903	85899716	9	PHB1P7
4756645	4756797	11	SNORA62
102444586	102444819	9	
85475150	86002668	4	ARHGAP24
4786754	4787705	11	OR51N1P
4793778	4795284	11	OR52Y1P
126613928	126701032	9	LMX1B
4803433	4804380	11	OR52R1
49115537	49116115	6	
4889593	4890596	11	OR51A6P
4923374	4924339	11	OR51G1
141653401	141682230	5	ARAP3
44254096	44257890	6	SLC35B2
4937371	4938294	11	OR51A3P
4954772	4955713	11	OR51A2
4972943	4973884	11	OR51A5P
5015138	5016079	11	OR51P1P
5037013	5037951	11	OR52J2P
5046526	5047461	11	OR52J3
5058650	5059627	11	OR52E2
5069572	5070497	11	OR52E1
5076130	5077066	11	OR52S1P
5092676	5093611	11	OR52E3P
5104153	5105084	11	OR52J1P
5106062	5107530	11	
57175233	57177921	19	
29775504	29781216	19	
45164186	45170809	12	
47463087	47463621	12	ADI1P3
57191500	57222846	19	ZNF264
5170351	5171296	11	OR51A1P
5224309	5225461	11	
5224448	5224639	11	
41409467	41473510	12	
5225464	5229395	11	HBB
50112197	50165618	12	
49791146	49828750	12	NCKAP5L
3799431	3849834	3	LRRN1
23862188	23895223	22	
508568	515294	18	LINC01925
580380	582114	18	CETN1
23865248	23873277	22	
586517	586850	18	RN7SKP146
623743	626492	18	
23879493	23879790	22	RN7SL268P
650229	652843	18	
23894383	23895227	22	MIF
653985	657259	18	
172103006	172109982	2	DLX2-DT
657653	673578	18	TYMS
171999943	172082430	2	METAP1D
43211791	43269530	19	PSG9
1595777	1596245	3	RPL23AP38
14572852	14574792	3	RHBDF1P1
67974391	67974625	15	
40300670	40301820	15	PLCB2-AS1
26346681	26347638	3	VENTXP4
73443164	73560013	15	REC114
5232678	5243657	11	HBD
45159774	45160175	3	RPS24P8
31269007	31269406	3	H3P11
23901432	23907068	22	
19148510	19535642	3	KCNH8
75375511	75377294	13	
23926900	23929574	22	
23939998	23942798	22	
75549480	75606020	13	UCHL3
23949918	23954042	22	
24181487	24189106	22	SUSD2
47377638	47420192	12	LINC02156
45421079	45422005	6	
62183028	62203568	20	MTG2
45097496	45097976	6	
37295584	37295742	6	
68040290	68093001	6	
23181334	23251499	12	LINC02566
44244394	44263982	12	
77496119	77496671	6	RPS6P7
25831416	25834182	12	
73971346	73973115	6	
34208415	34209675	12	DUX4L27
41080624	41101056	6	
80441295	80466674	6	
57855891	57856468	6	
83859656	83967423	6	CYB5R4
73567012	73569294	15	NPTN-IT1
60763593	60765625	15	
3786772	3806121	20	CDC25B
67832725	67873866	15	
5248270	5254783	11	
5253188	5505605	11	HBG2
70503907	70505928	15	LINC02205
73873564	73889214	15	TBC1D21
57229573	57234935	12	SHMT2
634427	636366	16	METTL26
35119824	35231056	22	LINC01399
35122661	35127419	22	
35164304	35165347	22	
107834509	107834829	9	RPL36AP6
41644771	41644981	9	
5254392	5678434	11	
35299275	35347992	22	TOM1
87497228	87708634	9	DAPK1
5268345	5505652	11	HBE1
32507955	32508325	3	
173477996	173478400	2	CBY1P1
135510546	135511943	2	G3BP1P1
27294076	27315926	17	WSB1
81813286	81814157	6	LINC01526
71532070	71534715	6	
50226292	50259362	3	GNAI2
83210402	83431051	6	ME1
131821987	131822920	2	
102037963	102058190	2	
161416297	161425870	2	TBR1
100800303	100800784	X	PPIAP89
88725955	89111398	4	FAM13A
100801188	100803060	X	RAD21P1
100815865	100817174	X	
100822620	100822752	X	
56973510	56974796	X	
57068914	57069685	X	SPIN2P1
50649641	50649740	X	RNU6-935P
130494965	130496588	X	DENND10P1
130497785	130520309	X	
5291761	5292380	11	OR51AB1P
5301014	5301946	11	OR51B4
130545586	130546474	X	
75549773	75807120	13	
5314772	5315684	11	OR51B3P
130645723	130646325	X	SPRING1P2
5330592	5331360	11	OR51B8P
130981590	131058146	X	LINC01201
5351508	5352446	11	OR51B6
670318	712662	18	ENOSF1
40771648	40796943	19	MIA-RAB4B
5354692	5355578	11	
5362615	5362849	11	
5402597	5403547	11	OR51J1
5422111	5423206	11	OR51Q1
131058346	131089885	X	ARHGAP36
5430653	5431602	11	OR51K1P
5468486	5469422	11	OR51A10P
5488685	5489749	11	OR52D1
75604700	75635994	13	LMO7-AS1
43278933	43284318	19	CEACAMP11
5507300	5509958	11	UBQLN3
75631271	75632135	13	
75688556	75689197	13	FAM204CP
99205708	99206006	13	RN7SKP9
38990714	39032785	19	FBXO27
99215372	99215758	13	H2AZP3
99294539	99307399	13	GPR183
45263690	45263915	13	
57314805	57646850	6	PRIM2
45336314	45336447	13	SNORA31B
5514393	5518431	11	UBQLNL
45337480	45337609	13	SNORA31
45340039	45341183	13	
45350323	45351350	13	
45390353	45391267	13	RCN1P2
45418162	45420371	13	SLC25A30-AS1
5518441	5524955	11	OLFM5P
108218392	108234243	13	ABHD13
5527277	5528174	11	OR52V1P
108267320	108267734	13	
5551662	5552563	11	OR52H2P
108301212	108301331	13	RNA5SP39
5566678	5567616	11	OR52T1P
108335354	108448316	13	
5571247	5572192	11	HNRNPA1P53
5580877	5581884	11	OR52B6
108480226	108481817	13	HCFC2P1
163593396	163736012	2	FIGN
46717423	46717688	13	
46771256	46797420	13	ESD
5596109	5612958	11	TRIM6
67985059	67986288	15	
73560014	73634134	15	NPTN
130427731	130429225	2	KLF2P2
154459857	154460820	2	
140217651	140220368	2	MTND2P19
134319654	134320078	2	EDDM3CP
113657908	113658675	2	SNRPA1P1
208208135	208208984	2	RPSAP27
138470656	138473932	2	
29956369	29956988	19	RPL9P32
130273908	130275449	2	MTCO1P7
138101878	138107178	2	LINC01832
43303171	43304523	19	CEACAMP4
163743913	164352223	2	
32875925	32971991	19	CEP89
12556353	12557694	16	
234050679	234077134	2	SPP2
24610209	24827632	16	TNRC6A
38574931	38575431	22	RPS29P31
38666508	38668750	22	
38675876	38677800	22	
38681957	38685421	22	TOMM22
46831546	46897076	13	HTR2A
131134086	131134390	X	RN7SL191P
102247167	102326722	X	NXF2
46852143	46856299	13	HTR2A-AS1
60144648	60153678	13	DIAPH3-AS2
60187738	60187830	13	RNY4P28
60214352	60214946	13	LINC00434
60274776	60276006	13	TARDBPP2
60322591	60322766	13	
38722743	38723505	22	PRDX3P1
60613608	60613734	13	RNA5SP31
60636888	60638097	13	EIF4A1P6
60730176	60733600	13	
38734725	38738765	22	
38734730	38738990	22	
60396457	60573878	13	TDRD3
172656522	172656713	5	
38736610	38736792	22	
38739003	38749041	22	
159698586	159937766	5	LINC01847
49721931	49724007	6	
38742625	38743115	22	
66710242	66710827	6	
38743495	38743910	22	
91390313	91393000	6	
42126499	42130865	22	CYP2D6
98834574	98839458	6	POU3F2
160563120	160852214	5	ATP10B
82932601	82938677	6	
68223667	68242364	6	
53206598	53208697	6	
80499196	80499392	6	
77343557	77343654	6	
47374561	47397398	6	
76660486	76662770	6	
41247369	41249649	6	TREML5P
83983728	84007323	6	
84033772	84090881	6	MRAP2
175257250	175463180	2	
172893763	172894383	2	ALDH7A1P2
79854684	79855632	6	
109667128	109668002	2	BMS1P19
102259043	102261692	X	
86729708	86730108	6	
102425343	102428080	X	
43364220	43364294	6	
46492052	46606162	6	RCAN2-DT
102513682	102516739	X	TMSB15A
86214237	86214576	6	NDUFA5P9
57919784	57930291	6	GUSBP4
196151263	196154881	2	
70596438	70596980	6	
178828349	179007807	2	
102453367	102453792	6	
84769010	84770219	6	
64377795	64412779	6	
70758269	70758856	15	
100050372	100051236	6	NPM1P38
97034442	97034706	2	
154688296	154697817	2	
79177200	79177668	X	CTHRC1P1
234082259	234084490	2	
173485865	173486362	2	PPIAP66
15464246	15556529	X	BMX
105993463	106109939	6	PRDM1
75710782	75728123	2	
172137345	172370401	2	
74890005	74902219	15	MPI
112439312	112469687	2	VINAC1P
106304755	106305197	2	RPL27AP4
213266995	213276152	2	
175842887	175843302	2	EXTL2P1
56643159	56657247	19	SMIM17
111006015	111523376	2	MIR4435-2HG
36267168	36267274	13	RNU6-71P
56661980	56671783	19	ZNF835
36301638	36370180	13	SPART
57240632	57262728	19	ZNF805
17981192	17981572	17	BRI3P3
20999747	21000323	17	
35424062	35424652	19	
17505563	17591708	17	PEMT
43353686	43363172	19	CD177
5596725	5644398	11	TRIM6-TRIM34
10454134	10516431	21	BAGE2
102673731	102714397	10	ARL3
170861870	171300015	5	RANBP17
10413477	10491615	21	
98457077	99235862	10	HPSE2
50059391	50085426	22	MLC1
13038208	13067033	21	ANKRD30BP2
13038160	13052118	21	
33388336	33441371	3	UBP1
5719290	5720212	11	OR52U1P
5736448	5738523	11	OR56B1
15561047	15675608	X	
15602881	15621484	X	ACE2-DT
15646167	15646875	X	
15688830	15788411	X	CA5B
5800364	5801297	11	OR52N3P
5840928	5841952	11	OR52E6
9068414	9073609	21	TEKT4P2
12560756	12611044	16	
12759282	12761162	16	
5873960	5874892	11	OR52E7P
5248269	5249857	11	HBG1
11976734	12574287	16	SNX29
9068325	9129773	21	TEKT4P2
3217944	3218813	11	MRGPRG
55227219	55230279	19	
3218332	3223131	11	MRGPRG-AS1
58228914	58315183	19	
40778216	40796942	19	RAB4B
3225030	3232417	11	MRGPRE
155263458	155263724	2	MTCO1P45
15702602	15703243	X	
3226061	3232838	11	
15716208	15716346	X	
234109081	234109481	2	
15785716	15787589	X	INE2
3276045	3276390	11	NDUFA5P8
221609324	221650218	2	
3289311	3289642	11	
15825806	15854931	X	AP1S2
3321862	3322202	11	NDUFA5P1
234222838	234224514	2	
140220584	140221485	2	MTND1P27
3335125	3335407	11	
3336721	3340630	11	
194454581	194455142	2	
206443532	206621127	2	ADAM23
134986508	135147963	7	AGBL3
706523	707648	18	
735746	737459	18	
738058	739444	18	
3339261	3379222	11	ZNF195
738058	739662	18	
797989	798135	18	RNU1-109P
100093311	100093768	6	
45573346	45576770	6	RUNX2-AS1
7231089	7232044	18	LRRC30
36297713	36780220	18	FHOD3
52361421	52407777	6	PAQR8
116849499	116911788	10	ENO4
99082449	99082761	6	
2536573	2643580	20	TMC2
49499923	49528078	6	GLYATL3
99816827	99870190	4	DAPP1
14274092	14362754	21	ABCC13
22297375	22335101	16	POLR3E
73695785	73828316	6	CD109
36346431	36369601	13	SPART-AS1
325552	330224	20	SOX12
23747562	23751268	20	CST1
23685640	23689038	20	CST4
130213488	130483193	10	LINC02646
69894101	69895085	13	PSMC1P13
70107213	70171738	13	ATXN8OS
130282445	130286604	10	
33229892	33297160	21	
117562084	117572457	10	
20589293	20590367	17	MEIS3P2
53567071	53609907	20	ZNF217
98445185	98577940	13	STK24
3977103	3981899	17	LINC01975
117579854	117593896	10	
19603274	19603345	17	NMTRQ-TTG12-1
113854661	113917194	10	NHLRC2
6643311	6651634	17	MED31
43360685	43368970	19	
57261354	57262738	19	
46093264	46097530	21	COL6A2-DT
43372742	43379123	19	CD177P1
46098112	46132848	21	COL6A2
50274979	50307646	22	PLXNB2
61775449	61775850	4	
55229779	55259017	19	PPP6R1
132027175	132028434	4	
9563171	9563950	4	RPS3AP19
87410644	87411388	4	
47490967	47491471	4	
133149294	133208606	4	PCDH10
3249306	3407669	20	DNAAF9
84124241	84227643	6	CEP162
19030857	19033529	17	
4301372	4302698	17	MFSD1P1
19557211	19557911	17	SNORA59B
116287380	116508541	7	CAV2
20999596	21043760	17	USP22
15916189	15916303	X	RNU5F-7P
15917548	15918631	X	SETP15
55000363	55009057	X	APEX2
117542445	117549546	10	EMX2
151259503	151262849	4	
59047020	59075256	4	
82893009	82900960	4	THAP9-AS1
62183035	62268844	10	RTKN2
56470944	56488414	12	GLS2
55009055	55030977	X	ALAS2
21397292	21397401	14	SNORD8
21398925	21399282	14	
21419620	21419960	14	EIF4EBP1P1
21429508	21429806	14	RN7SL650P
21459020	21476960	14	RAB2B
22811390	22812047	3	RRBP1P2
34203244	34268811	3	
37748110	37748900	3	RPL21P135
96343221	96359365	10	OPALIN
28315003	28349050	3	AZI2
45888625	45891208	20	NEURL2
96841995	96857900	4	
33010948	33011746	4	MAPRE1P2
3888839	3929887	20	PANK2
88523810	88708450	4	HERC3
138501770	138573547	2	SPOPL
92638198	92642316	7	
31941261	31941583	7	SNX2P2
91311368	91515427	7	LINC02932
140859807	141212877	4	RNF150
48488963	48533256	13	RCBTB2
37375522	37376023	7	RPS10P14
65335174	65335668	7	RSL24D1P3
141803701	141804652	7	MTND1P3
105819492	105820101	7	
108569867	108574850	7	DNAJB9
92253493	92263656	14	
92265702	92265807	14	RNU6-366P
15787787	15788205	17	
92294771	92297648	14	
19150279	19151286	17	
19602259	19603208	17	MTND1P14
92322581	92501481	14	SLC24A4
129242173	129273848	2	LINC01854
128241278	128257629	7	LEP
119698623	119700151	2	RPL17P15
17972813	18016889	17	DRC3
110303476	110337884	9	TXNDC8
175897336	175904232	2	
234329483	234329838	2	RPS20P12
157257705	157318491	2	GALNT5
118950386	118951259	7	
94782886	94783525	7	GRPEL2P3
68277745	68295862	15	FEM1B
80458635	80512064	7	GNAT3
149377257	149380107	4	
96310701	96818864	4	LINC02267
99844138	99844696	4	
13714322	13784919	20	ESF1
